latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.993,22.328,301.6,1.4,1.2,2021-03-18,00:05,A,42,6.0NRT,279.9,13.7,N
29.231,19.7,304.2,2.2,1.5,2021-03-18,00:05,A,59,6.0NRT,278.6,32.4,N
28.911,19.783,319,2.2,1.4,2021-03-18,00:05,A,98,6.0NRT,281.6,66.8,N
-17.992,-26.849,306,1,1,2021-03-18,00:25,T,41,6.0NRT,295.5,4.2,N
-5.859,-35.645,302.1,1.9,1.4,2021-03-18,00:30,T,46,6.0NRT,291.6,9.6,N
35.025,136.884,307.7,2.2,1.4,2021-03-18,01:10,T,50,6.0NRT,292.8,14.7,D
36.264,139.483,315.5,1.6,1.2,2021-03-18,01:10,T,71,6.0NRT,290.7,21,D
-4.095,138.94,312.4,1.3,1.1,2021-03-18,01:20,T,43,6.0NRT,297.7,10.1,D
-3.722,143.288,309,2.8,1.6,2021-03-18,01:20,T,61,6.0NRT,290,21.2,D
-2.611,140.671,317.7,1.7,1.3,2021-03-18,01:20,T,15,6.0NRT,296.7,19.7,D
-5.958,141.098,307.5,2,1.4,2021-03-18,01:20,T,0,6.0NRT,290.2,15.2,D
-4.569,136.881,318.1,1.1,1,2021-03-18,01:20,T,27,6.0NRT,298.8,9.1,D
-31.182,117.639,319,4,1.9,2021-03-18,01:30,T,65,6.0NRT,303.5,51.8,D
-31.296,117.726,328.9,3.9,1.8,2021-03-18,01:30,T,80,6.0NRT,303.8,132,D
-31.301,117.719,318.1,3.9,1.8,2021-03-18,01:30,T,61,6.0NRT,303.1,45.5,D
52.157,10.403,300.8,1,1,2021-03-18,01:35,A,33,6.0NRT,273.5,9.4,N
40.332,-7.685,305.2,4.4,1.9,2021-03-18,01:40,A,63,6.0NRT,281.8,91.4,N
45.145,9.953,303.4,1.1,1,2021-03-18,01:40,A,55,6.0NRT,274.7,12.4,N
43.448,4.906,301.7,1,1,2021-03-18,01:40,A,43,6.0NRT,278.5,9.2,N
40.329,-7.692,306.2,4.4,1.9,2021-03-18,01:40,A,67,6.0NRT,282.2,95.8,N
32.518,6.712,302.2,1.2,1.1,2021-03-18,01:40,A,47,6.0NRT,277.8,13.7,N
31.663,6.052,366.8,1.2,1.1,2021-03-18,01:40,A,100,6.0NRT,279.1,142.8,N
31.661,6.064,352.5,1.2,1.1,2021-03-18,01:40,A,100,6.0NRT,277,93.3,N
31.597,5.955,308.5,1.2,1.1,2021-03-18,01:40,A,75,6.0NRT,279.4,16.9,N
31.595,5.967,321.8,1.2,1.1,2021-03-18,01:40,A,100,6.0NRT,280,31.3,N
28.125,0.306,303.1,1.1,1,2021-03-18,01:40,A,53,6.0NRT,284,8.6,N
28.124,0.316,303.2,1.1,1,2021-03-18,01:40,A,54,6.0NRT,284,8.7,N
5.363,4.362,305.1,2.7,1.6,2021-03-18,01:50,A,20,6.0NRT,286.5,20.3,N
-21.177,-49.24,308,1.1,1,2021-03-18,02:05,T,73,6.0NRT,287,9.3,N
-22.796,-49.398,316.7,1.1,1,2021-03-18,02:05,T,94,6.0NRT,288.2,16.6,N
9.374,-64.531,306.2,2.3,1.5,2021-03-18,02:15,T,67,6.0NRT,290.6,18.3,N
8.588,-67.26,304.1,3.8,1.8,2021-03-18,02:15,T,58,6.0NRT,290.2,28.5,N
9.649,-63.562,308.6,1.9,1.3,2021-03-18,02:15,T,31,6.0NRT,284.5,22.8,N
9.559,-63.628,306.3,1.9,1.3,2021-03-18,02:15,T,67,6.0NRT,289.7,17.1,N
9.384,-64.553,309.8,2.3,1.5,2021-03-18,02:15,T,78,6.0NRT,290.6,26.9,N
9.653,-63.615,315.4,1.9,1.3,2021-03-18,02:15,T,85,6.0NRT,289.3,32.7,N
9.65,-63.632,347.1,1.9,1.3,2021-03-18,02:15,T,100,6.0NRT,290.9,144.2,N
9.775,-63.27,304.7,1.8,1.3,2021-03-18,02:15,T,61,6.0NRT,289.8,12.5,N
9.622,-63.732,327.8,1.9,1.4,2021-03-18,02:15,T,100,6.0NRT,290.4,67.3,N
9.624,-63.715,312.9,1.9,1.4,2021-03-18,02:15,T,86,6.0NRT,290,29.9,N
9.627,-63.698,301.7,1.9,1.4,2021-03-18,02:15,T,39,6.0NRT,289.6,10.8,N
9.646,-63.579,308.7,1.9,1.3,2021-03-18,02:15,T,49,6.0NRT,285.3,21.7,N
8.597,-67.255,306.1,3.8,1.8,2021-03-18,02:15,T,67,6.0NRT,290.3,36.9,N
-44.655,171.079,313.2,1.2,1.1,2021-03-18,02:25,A,71,6.0NRT,294.6,12.8,D
-43.962,171.805,311.3,1.1,1,2021-03-18,02:30,A,68,6.0NRT,294.9,9,D
-38.419,175.123,312.3,1.1,1.1,2021-03-18,02:30,A,71,6.0NRT,294.5,8.9,D
-42.854,172.67,324.6,1,1,2021-03-18,02:30,A,83,6.0NRT,300.1,18.7,D
-43.525,172.099,361.4,1.1,1,2021-03-18,02:30,A,100,6.0NRT,302.7,94.3,D
-43.523,172.113,336.9,1.1,1,2021-03-18,02:30,A,90,6.0NRT,297,38.3,D
-43.521,172.207,312.4,1.1,1,2021-03-18,02:30,A,70,6.0NRT,297,8.2,D
-39.669,174.843,303.3,1.1,1,2021-03-18,02:30,A,42,6.0NRT,292.3,4.5,D
-43.862,172.259,327.9,1.1,1,2021-03-18,02:30,A,80,6.0NRT,295.7,25.4,D
-43.863,172.245,333.6,1.1,1,2021-03-18,02:30,A,88,6.0NRT,295.4,33.9,D
-43.96,171.818,306.4,1.1,1,2021-03-18,02:30,A,51,6.0NRT,293.9,5.2,D
-43.81,172.022,333.9,1.1,1,2021-03-18,02:30,A,88,6.0NRT,296.1,35,D
45.983,123.731,310,1,1,2021-03-18,02:45,T,55,6.0NRT,286.1,8.2,D
50.997,127.895,321.6,1.1,1,2021-03-18,02:45,T,61,6.0NRT,277,23.6,D
50.995,127.91,348.7,1.1,1,2021-03-18,02:45,T,95,6.0NRT,278.7,68.3,D
50.538,127.609,307.3,1.1,1,2021-03-18,02:45,T,61,6.0NRT,276.5,11.2,D
50.534,127.576,303.9,1.1,1,2021-03-18,02:45,T,45,6.0NRT,276.9,8.9,D
50.399,128.299,316.7,1.1,1.1,2021-03-18,02:45,T,77,6.0NRT,274.5,20.9,D
50.395,128.264,302.9,1.1,1,2021-03-18,02:45,T,25,6.0NRT,274.1,8.8,D
49.943,128.499,360.3,1.1,1.1,2021-03-18,02:45,T,100,6.0NRT,280,109.4,D
46.627,123.263,315.7,1,1,2021-03-18,02:45,T,76,6.0NRT,287.5,12.7,D
46.613,123.225,302.3,1,1,2021-03-18,02:45,T,50,6.0NRT,286.8,3.8,D
46.612,123.171,302.1,1,1,2021-03-18,02:45,T,51,6.0NRT,288.2,3.4,D
46.703,122.387,307,1,1,2021-03-18,02:45,T,65,6.0NRT,286.6,6.3,D
44.63,123.84,301.3,1,1,2021-03-18,02:45,T,46,6.0NRT,282.1,4.9,D
44.847,123.76,300.5,1,1,2021-03-18,02:45,T,37,6.0NRT,285.2,3,D
45.147,122.42,306.1,1,1,2021-03-18,02:45,T,58,6.0NRT,290.1,4.9,D
45.188,122.777,304.5,1,1,2021-03-18,02:45,T,35,6.0NRT,288.1,3.6,D
45.197,122.78,308.6,1,1,2021-03-18,02:45,T,67,6.0NRT,287.9,6.3,D
45.093,123.604,303.9,1,1,2021-03-18,02:45,T,44,6.0NRT,284.9,4.7,D
44.992,124.313,301.2,1,1,2021-03-18,02:45,T,43,6.0NRT,283.3,4.1,D
45.228,122.756,306,1,1,2021-03-18,02:45,T,29,6.0NRT,288.2,3.9,D
45.241,122.733,327.3,1,1,2021-03-18,02:45,T,74,6.0NRT,289.4,22.4,D
45.242,122.721,310.6,1,1,2021-03-18,02:45,T,30,6.0NRT,289,6.5,D
45.264,122.701,307.7,1,1,2021-03-18,02:45,T,65,6.0NRT,288,5.4,D
45.289,123.041,307.3,1,1,2021-03-18,02:45,T,63,6.0NRT,288.2,5.4,D
45.29,123.028,310.3,1,1,2021-03-18,02:45,T,70,6.0NRT,288.7,7.6,D
45.299,123.096,304.5,1,1,2021-03-18,02:45,T,59,6.0NRT,287.7,3.8,D
45.308,123.099,304.4,1,1,2021-03-18,02:45,T,59,6.0NRT,287.4,3.7,D
45.422,122.304,306.1,1,1,2021-03-18,02:45,T,62,6.0NRT,286.3,6.2,D
45.42,122.449,309.1,1,1,2021-03-18,02:45,T,68,6.0NRT,285.8,7.8,D
45.422,122.436,306.4,1,1,2021-03-18,02:45,T,49,6.0NRT,285.7,5.9,D
45.415,122.677,304.8,1,1,2021-03-18,02:45,T,60,6.0NRT,288.8,4.9,D
45.417,122.665,306.5,1,1,2021-03-18,02:45,T,54,6.0NRT,289.3,5.6,D
45.472,122.272,300.4,1,1,2021-03-18,02:45,T,35,6.0NRT,285.8,3.1,D
45.474,122.259,302.1,1,1,2021-03-18,02:45,T,51,6.0NRT,287.1,3.8,D
45.458,122.439,305.2,1,1,2021-03-18,02:45,T,61,6.0NRT,287.7,4.8,D
45.445,122.66,308.3,1,1,2021-03-18,02:45,T,25,6.0NRT,290.6,5.9,D
45.451,122.622,348.2,1,1,2021-03-18,02:45,T,84,6.0NRT,292,50.8,D
45.44,122.763,304.6,1,1,2021-03-18,02:45,T,59,6.0NRT,288.1,5.1,D
45.477,122.498,317.4,1,1,2021-03-18,02:45,T,78,6.0NRT,287.3,14.1,D
45.436,122.854,302.9,1,1,2021-03-18,02:45,T,54,6.0NRT,287.9,4.2,D
45.393,123.208,305.4,1,1,2021-03-18,02:45,T,58,6.0NRT,287.4,3.7,D
45.511,122.52,321.1,1,1,2021-03-18,02:45,T,44,6.0NRT,284.7,15.7,D
45.512,122.579,316.2,1,1,2021-03-18,02:45,T,44,6.0NRT,288,12,D
45.537,122.402,339.2,1,1,2021-03-18,02:45,T,91,6.0NRT,287.8,37.9,D
45.539,122.389,331.2,1,1,2021-03-18,02:45,T,63,6.0NRT,288.2,25.3,D
45.55,122.379,319.8,1,1,2021-03-18,02:45,T,69,6.0NRT,287.6,14.1,D
45.551,122.366,331,1,1,2021-03-18,02:45,T,87,6.0NRT,288,27.5,D
45.558,122.315,324.6,1,1,2021-03-18,02:45,T,35,6.0NRT,287.4,17.8,D
45.564,122.276,330.1,1,1,2021-03-18,02:45,T,56,6.0NRT,287.7,24.6,D
45.597,122.033,300.8,1,1,2021-03-18,02:45,T,24,6.0NRT,285.6,2.4,D
45.503,122.774,303.2,1,1,2021-03-18,02:45,T,55,6.0NRT,288.9,3.9,D
45.452,123.192,308.7,1,1,2021-03-18,02:45,T,43,6.0NRT,288,5,D
45.453,123.18,308,1,1,2021-03-18,02:45,T,46,6.0NRT,287.1,5,D
45.433,123.383,304,1,1,2021-03-18,02:45,T,58,6.0NRT,286.7,4.4,D
45.564,122.475,325.4,1,1,2021-03-18,02:45,T,26,6.0NRT,285.1,18.7,D
45.571,122.49,328.7,1,1,2021-03-18,02:45,T,45,6.0NRT,288.6,21.6,D
45.535,122.875,304.1,1,1,2021-03-18,02:45,T,58,6.0NRT,286.9,5.2,D
45.607,122.368,322.7,1,1,2021-03-18,02:45,T,56,6.0NRT,288.1,16.7,D
45.616,122.304,312.4,1,1,2021-03-18,02:45,T,36,6.0NRT,286.9,7.5,D
45.603,122.46,321.9,1,1,2021-03-18,02:45,T,42,6.0NRT,289.1,16.5,D
45.605,122.447,312.9,1,1,2021-03-18,02:45,T,17,6.0NRT,287,9.4,D
45.619,122.411,300.8,1,1,2021-03-18,02:45,T,35,6.0NRT,282.8,3.4,D
45.621,122.398,328.8,1,1,2021-03-18,02:45,T,86,6.0NRT,284.5,25.4,D
45.623,122.386,334.1,1,1,2021-03-18,02:45,T,87,6.0NRT,286.4,31.2,D
45.678,121.988,306.1,1,1,2021-03-18,02:45,T,53,6.0NRT,289.2,4.9,D
45.476,123.468,303.8,1,1,2021-03-18,02:45,T,35,6.0NRT,287.2,3.3,D
45.511,123.229,303.8,1,1,2021-03-18,02:45,T,54,6.0NRT,286.9,3.5,D
45.629,122.407,330.5,1,1,2021-03-18,02:45,T,53,6.0NRT,283.6,25,D
45.669,122.112,306.5,1,1,2021-03-18,02:45,T,47,6.0NRT,287.6,5.4,D
45.671,122.099,330.5,1,1,2021-03-18,02:45,T,87,6.0NRT,288.8,28.5,D
45.678,122.048,318.7,1,1,2021-03-18,02:45,T,79,6.0NRT,287.5,14.1,D
45.68,122.035,321.6,1,1,2021-03-18,02:45,T,81,6.0NRT,288.7,16.7,D
45.659,122.256,315.7,1,1,2021-03-18,02:45,T,35,6.0NRT,288.5,10,D
45.68,122.102,305.3,1,1,2021-03-18,02:45,T,18,6.0NRT,288.4,4.4,D
45.662,122.297,320,1,1,2021-03-18,02:45,T,62,6.0NRT,287.5,14.2,D
45.731,121.793,304,1,1,2021-03-18,02:45,T,50,6.0NRT,288.2,3.9,D
45.702,122.148,305.2,1,1,2021-03-18,02:45,T,59,6.0NRT,290.1,4.7,D
45.675,122.407,322.4,1,1,2021-03-18,02:45,T,15,6.0NRT,286.5,15.5,D
45.679,122.381,335,1,1,2021-03-18,02:45,T,89,6.0NRT,288.2,32.9,D
45.688,122.384,331.2,1,1,2021-03-18,02:45,T,72,6.0NRT,289.4,26.8,D
45.727,122.235,304.7,1,1,2021-03-18,02:45,T,37,6.0NRT,288.4,3.7,D
45.719,122.425,324.2,1,1,2021-03-18,02:45,T,83,6.0NRT,287.3,19.9,D
45.72,122.412,314.2,1,1,2021-03-18,02:45,T,64,6.0NRT,287.7,10.4,D
45.642,123.155,301.1,1,1,2021-03-18,02:45,T,39,6.0NRT,287.5,2.9,D
45.8,122.033,308.7,1,1,2021-03-18,02:45,T,48,6.0NRT,287.7,6.2,D
45.62,123.557,306.1,1,1,2021-03-18,02:45,T,34,6.0NRT,283.3,5,D
45.873,121.837,311.6,1,1,2021-03-18,02:45,T,57,6.0NRT,288.3,8.6,D
45.599,123.814,300.2,1,1,2021-03-18,02:45,T,0,6.0NRT,284.3,3,D
45.835,122.19,305.1,1,1,2021-03-18,02:45,T,29,6.0NRT,288.3,4,D
45.842,122.199,308.8,1,1,2021-03-18,02:45,T,37,6.0NRT,289.2,5.5,D
45.844,122.186,309.9,1,1,2021-03-18,02:45,T,34,6.0NRT,288.9,6.4,D
45.888,121.861,318.7,1,1,2021-03-18,02:45,T,42,6.0NRT,287.4,12.6,D
45.897,121.864,320.7,1,1,2021-03-18,02:45,T,65,6.0NRT,289.2,15.7,D
45.684,123.622,307.9,1,1,2021-03-18,02:45,T,50,6.0NRT,286.8,5.5,D
45.92,121.965,305.1,1,1,2021-03-18,02:45,T,50,6.0NRT,287.9,4.4,D
44.205,131.601,313.7,2.1,1.4,2021-03-18,02:45,T,74,6.0NRT,279.7,46.2,D
44.21,131.575,307.7,2.1,1.4,2021-03-18,02:45,T,66,6.0NRT,279.5,33,D
45.714,123.605,311.2,1,1,2021-03-18,02:45,T,53,6.0NRT,288.8,9,D
45.716,123.592,309.2,1,1,2021-03-18,02:45,T,30,6.0NRT,289.2,6.7,D
45.724,123.542,305.1,1,1,2021-03-18,02:45,T,42,6.0NRT,289.3,4.3,D
44.204,131.606,307.6,2.1,1.4,2021-03-18,02:45,T,49,6.0NRT,279.5,28.8,D
44.21,131.581,316.4,2.1,1.4,2021-03-18,02:45,T,77,6.0NRT,279.7,49.2,D
45.907,122.397,304.8,1,1,2021-03-18,02:45,T,60,6.0NRT,285.1,5.5,D
45.673,124.061,333.2,1,1,2021-03-18,02:45,T,55,6.0NRT,282.9,30.1,D
45.682,124.064,327.2,1,1,2021-03-18,02:45,T,37,6.0NRT,284.4,24.9,D
45.999,121.857,302,1,1,2021-03-18,02:45,T,44,6.0NRT,287,3.4,D
45.691,124.067,325.1,1,1,2021-03-18,02:45,T,41,6.0NRT,282,23.6,D
46.455,123.927,306.6,1,1,2021-03-18,02:45,T,43,6.0NRT,286.3,6.1,D
46.426,123.872,301.4,1,1,2021-03-18,02:45,T,24,6.0NRT,283.6,4.3,D
46.424,123.885,310.3,1,1,2021-03-18,02:45,T,70,6.0NRT,286.7,9.8,D
46.593,122.445,301.9,1,1,2021-03-18,02:45,T,50,6.0NRT,287,3.6,D
46.446,122.31,303.7,1,1,2021-03-18,02:45,T,57,6.0NRT,286.7,4.5,D
43.969,134.674,322.5,3.2,1.7,2021-03-18,02:45,T,60,6.0NRT,271.8,124,D
46.17,123.781,303.2,1,1,2021-03-18,02:45,T,35,6.0NRT,287.8,3.2,D
46.169,123.794,303.7,1,1,2021-03-18,02:45,T,45,6.0NRT,288,3.6,D
46.211,123.321,309.1,1,1,2021-03-18,02:45,T,68,6.0NRT,288.3,6.8,D
46.209,123.334,318.6,1,1,2021-03-18,02:45,T,79,6.0NRT,288.6,14.5,D
46.109,123.942,314.7,1,1,2021-03-18,02:45,T,42,6.0NRT,285.1,11.6,D
46.109,123.822,307.9,1,1,2021-03-18,02:45,T,23,6.0NRT,287.1,5.2,D
46.125,123.654,303.5,1,1,2021-03-18,02:45,T,56,6.0NRT,285.9,4.3,D
46.107,123.768,304.6,1,1,2021-03-18,02:45,T,18,6.0NRT,288.3,3.7,D
46.092,123.87,301.8,1,1,2021-03-18,02:45,T,30,6.0NRT,285.7,3,D
45.869,125.221,304.7,1,1,2021-03-18,02:45,T,60,6.0NRT,280.3,8.5,D
46.102,123.62,316.6,1,1,2021-03-18,02:45,T,43,6.0NRT,284.6,15.5,D
46.069,123.836,303.3,1,1,2021-03-18,02:45,T,33,6.0NRT,286.7,3.8,D
46.067,123.849,310.6,1,1,2021-03-18,02:45,T,70,6.0NRT,285.8,8.9,D
46.232,122.588,311.3,1,1,2021-03-18,02:45,T,71,6.0NRT,288.3,9.3,D
46.041,123.902,306.9,1,1,2021-03-18,02:45,T,23,6.0NRT,288.8,6.2,D
45.848,125.069,304.9,1,1,2021-03-18,02:45,T,60,6.0NRT,279.8,8.7,D
46.056,123.614,305.1,1,1,2021-03-18,02:45,T,44,6.0NRT,286.3,8.5,D
45.995,123.834,302.1,1,1,2021-03-18,02:45,T,36,6.0NRT,282.3,2.9,D
45.938,123.156,303.6,1,1,2021-03-18,02:45,T,57,6.0NRT,288.7,4.1,D
49.94,128.515,344.2,1.1,1.1,2021-03-18,02:45,T,94,6.0NRT,277.2,65.5,D
49.933,128.495,305.7,1.1,1.1,2021-03-18,02:45,T,62,6.0NRT,275.6,12.5,D
49.792,127.411,304.2,1.1,1,2021-03-18,02:45,T,58,6.0NRT,278.7,8.9,D
50.063,124.949,303.9,1,1,2021-03-18,02:45,T,57,6.0NRT,275.4,9,D
50.061,124.963,349.8,1,1,2021-03-18,02:45,T,96,6.0NRT,276.2,65.5,D
50.052,124.96,302.3,1,1,2021-03-18,02:45,T,51,6.0NRT,274.5,8,D
50.102,124.487,300.7,1,1,2021-03-18,02:45,T,40,6.0NRT,276.8,7.9,D
49.58,127.291,346.2,1.1,1,2021-03-18,02:45,T,94,6.0NRT,280.7,63.7,D
49.577,127.306,329.5,1.1,1,2021-03-18,02:45,T,86,6.0NRT,278.4,34.5,D
49.54,127.244,318.2,1.1,1,2021-03-18,02:45,T,78,6.0NRT,279.7,20.3,D
49.53,127.241,314.3,1.1,1,2021-03-18,02:45,T,75,6.0NRT,278.1,16.4,D
49.823,125.125,328.2,1,1,2021-03-18,02:45,T,86,6.0NRT,276.7,30.9,D
49.801,124.189,315.1,1,1,2021-03-18,02:45,T,75,6.0NRT,279.9,15.5,D
49.792,124.186,300.5,1,1,2021-03-18,02:45,T,18,6.0NRT,277.7,5.4,D
49.79,124.199,302.7,1,1,2021-03-18,02:45,T,35,6.0NRT,278.3,7,D
49.73,124.623,302,1,1,2021-03-18,02:45,T,50,6.0NRT,278.7,6.4,D
49.778,123.821,310.9,1,1,2021-03-18,02:45,T,71,6.0NRT,279.8,13.1,D
49.211,127.367,346.6,1.1,1,2021-03-18,02:45,T,95,6.0NRT,278.3,67,D
49.209,127.381,353.9,1.1,1,2021-03-18,02:45,T,97,6.0NRT,278.6,84.9,D
48.189,132.352,306.4,1.8,1.3,2021-03-18,02:45,T,63,6.0NRT,276.3,23,D
48.184,132.375,325.8,1.8,1.3,2021-03-18,02:45,T,84,6.0NRT,274.9,63,D
49.132,127.282,328.3,1.1,1,2021-03-18,02:45,T,86,6.0NRT,277.9,33.8,D
49.126,127.264,302.2,1.1,1,2021-03-18,02:45,T,51,6.0NRT,275.6,8.8,D
49.165,126.689,302.4,1,1,2021-03-18,02:45,T,52,6.0NRT,277.2,8.5,D
49.163,126.703,301.1,1.1,1,2021-03-18,02:45,T,44,6.0NRT,277.5,7.6,D
49.157,126.458,324.1,1,1,2021-03-18,02:45,T,83,6.0NRT,277.3,26.9,D
49.155,126.471,308.7,1,1,2021-03-18,02:45,T,68,6.0NRT,277,12.9,D
49.13,126.566,309.7,1,1,2021-03-18,02:45,T,69,6.0NRT,276.9,13.7,D
49.128,126.58,319.7,1,1,2021-03-18,02:45,T,80,6.0NRT,276.6,22.3,D
49.086,126.832,303.2,1.1,1,2021-03-18,02:45,T,44,6.0NRT,276.9,9,D
49.03,127.159,300.6,1.1,1,2021-03-18,02:45,T,39,6.0NRT,278.4,7.4,D
49.021,127.155,305.3,1.1,1,2021-03-18,02:45,T,61,6.0NRT,277,10.7,D
48.138,131.72,334.4,1.7,1.3,2021-03-18,02:45,T,89,6.0NRT,276.3,79.4,D
48.133,131.741,352.7,1.7,1.3,2021-03-18,02:45,T,91,6.0NRT,274.2,152.5,D
48.122,131.736,333.9,1.7,1.3,2021-03-18,02:45,T,84,6.0NRT,273.9,79.1,D
49.071,126.751,308.6,1.1,1,2021-03-18,02:45,T,48,6.0NRT,278.7,11.1,D
49.062,126.748,304.7,1.1,1,2021-03-18,02:45,T,34,6.0NRT,279.1,8.6,D
49.059,126.762,308.9,1.1,1,2021-03-18,02:45,T,56,6.0NRT,278,11.7,D
49.019,126.845,319.7,1.1,1,2021-03-18,02:45,T,80,6.0NRT,277.7,22.1,D
49.016,126.859,322.7,1.1,1,2021-03-18,02:45,T,82,6.0NRT,277,25.4,D
49.017,126.739,314.6,1.1,1,2021-03-18,02:45,T,74,6.0NRT,279.8,16,D
49.084,126.277,325.1,1,1,2021-03-18,02:45,T,84,6.0NRT,277.7,28,D
49.041,126.54,301.2,1,1,2021-03-18,02:45,T,45,6.0NRT,275.6,7.8,D
49.008,126.736,319.4,1.1,1,2021-03-18,02:45,T,79,6.0NRT,279.5,20.3,D
48.9,127.317,312.3,1.1,1,2021-03-18,02:45,T,72,6.0NRT,274.5,17,D
48.906,127.227,300.8,1.1,1,2021-03-18,02:45,T,42,6.0NRT,278.5,7.5,D
49.019,126.502,305.6,1,1,2021-03-18,02:45,T,62,6.0NRT,276.9,10.3,D
49.051,126.25,308.4,1,1,2021-03-18,02:45,T,67,6.0NRT,277.8,11.7,D
49,126.554,357,1,1,2021-03-18,02:45,T,98,6.0NRT,278.7,86.9,D
48.998,126.568,315.4,1,1,2021-03-18,02:45,T,76,6.0NRT,276.8,17.4,D
48.92,126.973,301.9,1.1,1,2021-03-18,02:45,T,29,6.0NRT,277,7.1,D
48.871,127.259,300.9,1.1,1,2021-03-18,02:45,T,40,6.0NRT,276.5,8,D
48.866,127.251,327.2,1.1,1,2021-03-18,02:45,T,85,6.0NRT,277.2,33,D
48.91,126.933,310,1.1,1,2021-03-18,02:45,T,69,6.0NRT,278.7,14.1,D
49.01,126.273,308.2,1,1,2021-03-18,02:45,T,67,6.0NRT,277,12.5,D
48.913,126.634,312.5,1.1,1,2021-03-18,02:45,T,52,6.0NRT,279.8,13.6,D
48.821,127.172,315.4,1.1,1,2021-03-18,02:45,T,58,6.0NRT,277.2,17.2,D
48.807,127.258,306.6,1.1,1,2021-03-18,02:45,T,64,6.0NRT,274.9,12.4,D
48.904,126.631,315.3,1.1,1,2021-03-18,02:45,T,71,6.0NRT,278.6,16.1,D
48.797,127.255,301,1.1,1,2021-03-18,02:45,T,40,6.0NRT,273.3,8.6,D
48.895,126.627,309,1.1,1,2021-03-18,02:45,T,37,6.0NRT,279.5,10.8,D
48.82,127.065,300.4,1.1,1,2021-03-18,02:45,T,19,6.0NRT,276.8,6.4,D
48.814,127.047,302.6,1.1,1,2021-03-18,02:45,T,36,6.0NRT,279,7.2,D
47.966,131.244,300.8,1.6,1.3,2021-03-18,02:45,T,32,6.0NRT,273.1,14.2,D
47.961,131.265,308.4,1.6,1.3,2021-03-18,02:45,T,58,6.0NRT,268.7,23.7,D
47.871,131.573,316.8,1.7,1.3,2021-03-18,02:45,T,52,6.0NRT,271.6,35.9,D
47.86,131.568,309,1.7,1.3,2021-03-18,02:45,T,38,6.0NRT,271.3,23.8,D
48.699,127.021,334.8,1.1,1,2021-03-18,02:45,T,89,6.0NRT,280.8,41.7,D
48.696,127.035,318.5,1.1,1,2021-03-18,02:45,T,79,6.0NRT,277.3,20.7,D
48.69,127.017,314.5,1.1,1,2021-03-18,02:45,T,75,6.0NRT,278,17,D
48.687,127.031,300.9,1.1,1,2021-03-18,02:45,T,35,6.0NRT,275.6,7.2,D
47.866,131.101,335.9,1.6,1.2,2021-03-18,02:45,T,90,6.0NRT,277.4,76,D
47.861,131.122,322.7,1.6,1.2,2021-03-18,02:45,T,58,6.0NRT,277.5,43.1,D
47.855,131.096,340.6,1.6,1.2,2021-03-18,02:45,T,92,6.0NRT,276.4,89.9,D
47.85,131.117,321.7,1.6,1.2,2021-03-18,02:45,T,48,6.0NRT,275.5,39.7,D
47.856,131.09,330.2,1.6,1.2,2021-03-18,02:45,T,62,6.0NRT,275.7,57.8,D
47.851,131.111,324,1.6,1.2,2021-03-18,02:45,T,38,6.0NRT,276.2,43.6,D
48.755,125.942,312.2,1,1,2021-03-18,02:45,T,72,6.0NRT,281.7,12.8,D
48.744,125.952,309.2,1,1,2021-03-18,02:45,T,60,6.0NRT,278.7,10.6,D
48.582,126.758,317.3,1.1,1,2021-03-18,02:45,T,77,6.0NRT,284.1,17.6,D
48.58,126.773,301.3,1.1,1,2021-03-18,02:45,T,46,6.0NRT,282.6,5.3,D
48.542,126.842,338.3,1.1,1,2021-03-18,02:45,T,86,6.0NRT,279.5,47.7,D
48.489,126.867,305.1,1.1,1,2021-03-18,02:45,T,50,6.0NRT,279.9,9.3,D
48.674,125.691,304.8,1,1,2021-03-18,02:45,T,58,6.0NRT,280.7,7.9,D
48.672,125.705,309.2,1,1,2021-03-18,02:45,T,67,6.0NRT,282.4,10.4,D
48.49,126.807,335.1,1.1,1,2021-03-18,02:45,T,89,6.0NRT,279.8,42.3,D
48.487,126.821,322.5,1.1,1,2021-03-18,02:45,T,82,6.0NRT,278.9,24.6,D
48.483,126.85,346.8,1.1,1,2021-03-18,02:45,T,95,6.0NRT,279.7,62.4,D
48.48,126.864,325.3,1.1,1,2021-03-18,02:45,T,84,6.0NRT,279.2,27.2,D
49.05,122.215,302.4,1.1,1,2021-03-18,02:45,T,48,6.0NRT,278,8.4,D
47.579,130.549,314.2,1.5,1.2,2021-03-18,02:45,T,75,6.0NRT,280.8,25.2,D
47.575,130.569,315.3,1.5,1.2,2021-03-18,02:45,T,76,6.0NRT,279.8,26.8,D
48.958,122.212,307.6,1.1,1,2021-03-18,02:45,T,66,6.0NRT,276.1,12.1,D
47.574,130.562,324.8,1.5,1.2,2021-03-18,02:45,T,83,6.0NRT,280.6,47,D
48.504,123.794,302.8,1,1,2021-03-18,02:45,T,51,6.0NRT,283.7,4.5,D
47.636,127.621,313.6,1.2,1.1,2021-03-18,02:45,T,74,6.0NRT,275.9,18.8,D
47.638,127.558,304.8,1.2,1.1,2021-03-18,02:45,T,60,6.0NRT,276.9,11.7,D
47.628,127.554,301,1.2,1.1,2021-03-18,02:45,T,43,6.0NRT,276.9,8.8,D
