,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
10183,-3.877,24.999,316.1,1.0,1.0,2021-07-14,11:55,A,58,6.1NRT,298.5,7.3,D
10184,-3.876,25.008,318.5,1.0,1.0,2021-07-14,11:55,A,65,6.1NRT,297.3,9.9,D
10185,-3.87,25.052,317.5,1.0,1.0,2021-07-14,11:55,A,54,6.1NRT,300.3,8.3,D
10186,-3.486,27.717,310.9,1.2,1.1,2021-07-14,11:55,A,63,6.1NRT,294.1,7.9,D
10187,-4.15,23.155,310.9,1.1,1.1,2021-07-14,11:55,A,31,6.1NRT,297.6,6.7,D
10188,-4.149,23.165,327.6,1.1,1.1,2021-07-14,11:55,A,80,6.1NRT,298.2,25.1,D
10189,-4.125,23.332,332.6,1.1,1.0,2021-07-14,11:55,A,84,6.1NRT,300.0,28.3,D
10190,-4.036,23.95,332.9,1.0,1.0,2021-07-14,11:55,A,84,6.1NRT,299.0,25.6,D
10191,-4.034,23.968,340.7,1.0,1.0,2021-07-14,11:55,A,90,6.1NRT,299.8,38.8,D
10192,-3.98,24.344,321.2,1.0,1.0,2021-07-14,11:55,A,67,6.1NRT,299.7,10.4,D
10193,-3.979,24.353,320.0,1.0,1.0,2021-07-14,11:55,A,68,6.1NRT,298.6,9.3,D
10194,-3.968,24.426,326.5,1.0,1.0,2021-07-14,11:55,A,44,6.1NRT,298.2,15.5,D
10195,-3.954,24.525,324.5,1.0,1.0,2021-07-14,11:55,A,75,6.1NRT,300.0,14.9,D
10196,-3.917,24.785,327.3,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,299.1,16.3,D
10197,-3.751,25.943,322.2,1.0,1.0,2021-07-14,11:55,A,65,6.1NRT,293.2,13.0,D
10198,-3.747,25.97,314.3,1.0,1.0,2021-07-14,11:55,A,30,6.1NRT,289.5,6.6,D
10199,-4.134,23.334,325.6,1.1,1.0,2021-07-14,11:55,A,78,6.1NRT,300.9,18.7,D
10200,-4.13,23.363,325.3,1.1,1.0,2021-07-14,11:55,A,78,6.1NRT,300.8,18.9,D
10201,-4.128,23.373,331.5,1.1,1.0,2021-07-14,11:55,A,83,6.1NRT,299.8,28.0,D
10202,-4.011,24.191,338.0,1.0,1.0,2021-07-14,11:55,A,88,6.1NRT,298.5,32.0,D
10203,-3.98,24.409,330.9,1.0,1.0,2021-07-14,11:55,A,82,6.1NRT,298.9,21.1,D
10204,-3.974,24.454,323.1,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,297.9,14.0,D
10205,-3.972,24.463,319.1,1.0,1.0,2021-07-14,11:55,A,66,6.1NRT,297.4,10.4,D
10206,-3.935,24.724,324.1,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,295.3,14.7,D
10207,-3.93,24.76,318.1,1.0,1.0,2021-07-14,11:55,A,42,6.1NRT,296.7,8.1,D
10208,-3.921,24.823,325.3,1.0,1.0,2021-07-14,11:55,A,76,6.1NRT,298.0,16.0,D
10209,-3.917,24.849,315.6,1.0,1.0,2021-07-14,11:55,A,50,6.1NRT,300.2,7.1,D
10210,-3.763,25.926,344.5,1.0,1.0,2021-07-14,11:55,A,92,6.1NRT,295.9,44.0,D
10211,-3.437,24.155,336.0,1.0,1.0,2021-07-14,11:55,A,87,6.1NRT,298.2,29.9,D
10212,-3.426,24.228,314.6,1.0,1.0,2021-07-14,11:55,A,47,6.1NRT,298.6,5.9,D
10213,-3.39,24.481,329.0,1.0,1.0,2021-07-14,11:55,A,81,6.1NRT,298.1,18.8,D
10214,-3.2,25.807,320.2,1.0,1.0,2021-07-14,11:55,A,34,6.1NRT,295.5,11.2,D
10215,-3.199,25.816,321.6,1.0,1.0,2021-07-14,11:55,A,45,6.1NRT,295.4,12.4,D
10216,-3.173,25.999,316.5,1.0,1.0,2021-07-14,11:55,A,60,6.1NRT,294.9,8.6,D
10217,-3.169,26.027,318.3,1.0,1.0,2021-07-14,11:55,A,72,6.1NRT,293.3,10.8,D
10218,-2.744,28.958,310.5,1.5,1.2,2021-07-14,11:55,A,50,6.1NRT,288.9,7.9,D
10219,-3.567,23.306,336.4,1.1,1.0,2021-07-14,11:55,A,87,6.1NRT,295.4,34.1,D
10220,-3.546,23.45,326.3,1.1,1.0,2021-07-14,11:55,A,79,6.1NRT,298.7,17.3,D
10221,-3.522,23.62,328.4,1.1,1.0,2021-07-14,11:55,A,81,6.1NRT,298.8,19.3,D
10222,-3.51,23.705,322.0,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,298.9,11.8,D
10223,-3.495,23.807,325.4,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,298.9,16.8,D
10224,-3.494,23.817,317.3,1.0,1.0,2021-07-14,11:55,A,64,6.1NRT,298.3,8.4,D
10225,-3.464,24.029,313.3,1.0,1.0,2021-07-14,11:55,A,45,6.1NRT,296.2,5.7,D
10226,-3.214,25.772,310.7,1.0,1.0,2021-07-14,11:55,A,53,6.1NRT,295.0,5.3,D
10227,-3.207,25.827,331.1,1.0,1.0,2021-07-14,11:55,A,50,6.1NRT,296.0,21.6,D
10228,-3.199,25.881,323.2,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,296.5,14.3,D
10229,-3.197,25.89,322.1,1.0,1.0,2021-07-14,11:55,A,63,6.1NRT,294.3,12.6,D
10230,-3.195,25.909,324.0,1.0,1.0,2021-07-14,11:55,A,29,6.1NRT,295.7,14.3,D
10231,-3.576,23.307,318.0,1.1,1.0,2021-07-14,11:55,A,42,6.1NRT,294.5,9.0,D
10232,-4.348,17.983,313.0,2.6,1.5,2021-07-14,11:55,A,57,6.1NRT,298.0,17.6,D
10233,-3.694,22.555,312.4,1.2,1.1,2021-07-14,11:55,A,55,6.1NRT,294.8,8.4,D
10234,-3.554,23.528,321.3,1.1,1.0,2021-07-14,11:55,A,54,6.1NRT,295.8,9.8,D
10235,-3.534,23.67,318.2,1.1,1.0,2021-07-14,11:55,A,69,6.1NRT,298.0,8.3,D
10236,-3.449,24.259,322.6,1.0,1.0,2021-07-14,11:55,A,43,6.1NRT,297.6,13.3,D
10237,-3.448,24.268,328.0,1.0,1.0,2021-07-14,11:55,A,51,6.1NRT,296.6,18.6,D
10238,-3.395,24.637,313.6,1.0,1.0,2021-07-14,11:55,A,56,6.1NRT,296.7,6.7,D
10239,-3.227,25.811,328.3,1.0,1.0,2021-07-14,11:55,A,72,6.1NRT,294.6,19.3,D
10240,-3.565,23.508,321.8,1.1,1.0,2021-07-14,11:55,A,56,6.1NRT,299.2,11.1,D
10241,-3.563,23.517,336.5,1.1,1.0,2021-07-14,11:55,A,87,6.1NRT,299.0,30.1,D
10242,-3.548,23.63,318.6,1.1,1.0,2021-07-14,11:55,A,69,6.1NRT,299.4,8.5,D
10243,-3.529,23.762,313.6,1.0,1.0,2021-07-14,11:55,A,35,6.1NRT,295.7,5.4,D
10244,-3.495,24.002,328.3,1.0,1.0,2021-07-14,11:55,A,81,6.1NRT,297.9,19.9,D
10245,-3.494,24.012,320.5,1.0,1.0,2021-07-14,11:55,A,72,6.1NRT,297.7,11.1,D
10246,-3.232,25.846,340.7,1.0,1.0,2021-07-14,11:55,A,90,6.1NRT,298.0,37.9,D
10247,-3.23,25.855,315.8,1.0,1.0,2021-07-14,11:55,A,50,6.1NRT,296.8,7.1,D
10248,-3.605,23.288,329.5,1.1,1.0,2021-07-14,11:55,A,82,6.1NRT,296.5,24.8,D
10249,-3.574,23.509,325.3,1.1,1.0,2021-07-14,11:55,A,63,6.1NRT,295.6,14.6,D
10250,-3.479,24.187,315.8,1.0,1.0,2021-07-14,11:55,A,41,6.1NRT,300.8,5.9,D
10251,-3.247,25.802,311.6,1.0,1.0,2021-07-14,11:55,A,53,6.1NRT,295.9,5.0,D
10252,-3.246,25.811,312.2,1.0,1.0,2021-07-14,11:55,A,27,6.1NRT,296.1,4.7,D
10253,-3.631,23.172,314.9,1.1,1.0,2021-07-14,11:55,A,35,6.1NRT,295.1,8.0,D
10254,-3.762,25.935,333.7,1.0,1.0,2021-07-14,11:55,A,85,6.1NRT,292.9,26.3,D
10255,-3.756,25.971,314.7,1.0,1.0,2021-07-14,11:55,A,26,6.1NRT,289.0,6.7,D
10256,-4.454,21.048,317.9,1.5,1.2,2021-07-14,11:55,A,71,6.1NRT,298.7,16.9,D
10257,-4.177,23.074,318.2,1.1,1.1,2021-07-14,11:55,A,61,6.1NRT,298.5,11.5,D
10258,-4.152,23.253,310.9,1.1,1.0,2021-07-14,11:55,A,35,6.1NRT,298.9,5.1,D
10259,-4.141,23.331,323.4,1.1,1.0,2021-07-14,11:55,A,36,6.1NRT,301.0,14.5,D
10260,-4.14,23.341,322.9,1.1,1.0,2021-07-14,11:55,A,29,6.1NRT,300.1,13.6,D
10261,-4.135,23.37,315.7,1.1,1.0,2021-07-14,11:55,A,61,6.1NRT,300.2,8.8,D
10262,-4.051,23.977,320.6,1.0,1.0,2021-07-14,11:55,A,37,6.1NRT,297.2,10.0,D
10263,-3.934,24.804,327.1,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,297.9,18.7,D
10264,-3.932,24.813,319.2,1.0,1.0,2021-07-14,11:55,A,44,6.1NRT,297.9,10.3,D
10265,-3.927,24.848,323.2,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,298.7,14.8,D
10266,-4.061,23.969,323.2,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,301.3,14.0,D
10267,-4.06,23.979,317.3,1.0,1.0,2021-07-14,11:55,A,33,6.1NRT,299.1,7.7,D
10268,-4.044,24.09,319.3,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,297.0,9.4,D
10269,-3.995,24.436,327.0,1.0,1.0,2021-07-14,11:55,A,77,6.1NRT,298.2,17.9,D
10270,-3.972,24.599,317.7,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,300.3,7.0,D
10271,-3.971,24.607,317.6,1.0,1.0,2021-07-14,11:55,A,64,6.1NRT,301.6,6.8,D
10272,-3.906,25.064,325.1,1.0,1.0,2021-07-14,11:55,A,76,6.1NRT,299.8,15.0,D
10273,-3.778,25.953,352.1,1.0,1.0,2021-07-14,11:55,A,96,6.1NRT,296.1,60.1,D
10274,-3.776,25.962,344.9,1.0,1.0,2021-07-14,11:55,A,93,6.1NRT,295.3,45.3,D
10275,-4.388,21.687,312.3,1.4,1.2,2021-07-14,11:55,A,52,6.1NRT,299.3,8.7,D
10276,-4.158,23.344,323.9,1.1,1.0,2021-07-14,11:55,A,48,6.1NRT,298.3,16.5,D
10277,-3.788,25.945,318.3,1.0,1.0,2021-07-14,11:55,A,66,6.1NRT,293.7,9.4,D
10278,-4.074,24.009,316.3,1.0,1.0,2021-07-14,11:55,A,47,6.1NRT,298.4,7.1,D
10279,-4.073,24.018,317.0,1.0,1.0,2021-07-14,11:55,A,55,6.1NRT,296.8,7.6,D
10280,-3.93,25.022,315.3,1.0,1.0,2021-07-14,11:55,A,44,6.1NRT,300.5,5.1,D
10281,-5.084,16.722,316.6,3.3,1.7,2021-07-14,11:55,A,65,6.1NRT,299.6,47.5,D
10282,-4.537,20.765,321.4,1.6,1.2,2021-07-14,11:55,A,65,6.1NRT,298.5,26.9,D
10283,-4.083,24.01,317.2,1.0,1.0,2021-07-14,11:55,A,14,6.1NRT,299.1,7.1,D
10284,-4.082,24.02,341.9,1.0,1.0,2021-07-14,11:55,A,91,6.1NRT,300.5,40.3,D
10285,-4.021,24.449,320.4,1.0,1.0,2021-07-14,11:55,A,53,6.1NRT,300.2,9.3,D
10286,-4.002,24.584,323.0,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,299.4,11.7,D
10287,-3.802,25.975,329.6,1.0,1.0,2021-07-14,11:55,A,82,6.1NRT,294.0,21.5,D
10288,-3.801,25.984,324.6,1.0,1.0,2021-07-14,11:55,A,75,6.1NRT,290.3,15.6,D
10289,-3.558,27.658,324.5,1.2,1.1,2021-07-14,11:55,A,81,6.1NRT,290.4,21.4,D
10290,-3.556,27.669,324.3,1.2,1.1,2021-07-14,11:55,A,80,6.1NRT,290.5,20.9,D
10291,-3.555,27.68,315.6,1.2,1.1,2021-07-14,11:55,A,41,6.1NRT,291.0,9.9,D
10292,-3.553,27.69,315.0,1.2,1.1,2021-07-14,11:55,A,46,6.1NRT,291.0,9.6,D
10293,-5.202,15.958,326.7,3.8,1.8,2021-07-14,11:55,A,79,6.1NRT,296.9,131.8,D
10294,-4.026,24.477,332.0,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,299.7,21.7,D
10295,-4.025,24.486,324.1,1.0,1.0,2021-07-14,11:55,A,64,6.1NRT,300.0,11.8,D
10296,-3.976,24.828,312.6,1.0,1.0,2021-07-14,11:55,A,14,6.1NRT,298.0,4.8,D
10297,-3.975,24.837,315.6,1.0,1.0,2021-07-14,11:55,A,52,6.1NRT,298.1,7.5,D
10298,-3.803,26.031,323.0,1.0,1.0,2021-07-14,11:55,A,54,6.1NRT,286.0,17.0,D
10299,-4.071,24.225,324.4,1.0,1.0,2021-07-14,11:55,A,67,6.1NRT,300.3,14.2,D
10300,-4.07,24.234,328.9,1.0,1.0,2021-07-14,11:55,A,81,6.1NRT,301.1,20.4,D
10301,-4.003,24.704,327.7,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,299.3,15.0,D
10302,-4.002,24.713,332.5,1.0,1.0,2021-07-14,11:55,A,84,6.1NRT,299.6,21.6,D
10303,-3.98,24.865,317.0,1.0,1.0,2021-07-14,11:55,A,62,6.1NRT,298.3,8.8,D
10304,-4.122,23.931,314.2,1.0,1.0,2021-07-14,11:55,A,42,6.1NRT,298.4,6.9,D
10305,-4.12,23.949,317.9,1.0,1.0,2021-07-14,11:55,A,65,6.1NRT,299.1,8.9,D
10306,-4.118,23.959,314.3,1.0,1.0,2021-07-14,11:55,A,30,6.1NRT,298.7,4.8,D
10307,-4.041,24.498,324.4,1.0,1.0,2021-07-14,11:55,A,54,6.1NRT,298.7,12.6,D
10308,-4.04,24.507,330.8,1.0,1.0,2021-07-14,11:55,A,82,6.1NRT,298.5,20.5,D
10309,-4.008,24.732,315.8,1.0,1.0,2021-07-14,11:55,A,46,6.1NRT,298.9,6.6,D
10310,-4.007,24.741,315.9,1.0,1.0,2021-07-14,11:55,A,46,6.1NRT,299.0,7.0,D
10311,-3.988,24.875,315.3,1.0,1.0,2021-07-14,11:55,A,42,6.1NRT,298.2,7.0,D
10312,-4.245,23.134,321.6,1.1,1.1,2021-07-14,11:55,A,75,6.1NRT,297.4,17.3,D
10313,-4.244,23.144,315.3,1.1,1.1,2021-07-14,11:55,A,64,6.1NRT,296.9,10.4,D
10314,-4.126,23.969,343.3,1.0,1.0,2021-07-14,11:55,A,91,6.1NRT,300.7,42.9,D
10315,-4.125,23.979,385.3,1.0,1.0,2021-07-14,11:55,A,100,6.1NRT,301.8,178.3,D
10316,-4.124,23.988,318.0,1.0,1.0,2021-07-14,11:55,A,48,6.1NRT,297.2,8.6,D
10317,-4.112,24.071,318.0,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,299.7,8.7,D
10318,-4.017,24.733,337.0,1.0,1.0,2021-07-14,11:55,A,87,6.1NRT,297.8,30.0,D
10319,-4.016,24.742,328.7,1.0,1.0,2021-07-14,11:55,A,80,6.1NRT,297.8,18.6,D
10320,-4.011,24.778,324.7,1.0,1.0,2021-07-14,11:55,A,76,6.1NRT,299.0,15.6,D
10321,-4.005,24.814,319.4,1.0,1.0,2021-07-14,11:55,A,68,6.1NRT,297.6,9.6,D
10322,-4.004,24.823,323.5,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,298.4,13.9,D
10323,-3.842,25.953,325.2,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,295.2,17.1,D
10324,-3.841,25.962,326.7,1.0,1.0,2021-07-14,11:55,A,80,6.1NRT,294.3,18.5,D
10325,-5.154,16.791,315.9,3.3,1.7,2021-07-14,11:55,A,29,6.1NRT,294.6,42.6,D
10326,-4.133,23.989,334.9,1.0,1.0,2021-07-14,11:55,A,86,6.1NRT,300.5,29.2,D
10327,-4.131,23.998,344.2,1.0,1.0,2021-07-14,11:55,A,92,6.1NRT,299.7,45.1,D
10328,-3.779,26.463,321.8,1.1,1.0,2021-07-14,11:55,A,66,6.1NRT,291.2,18.7,D
10329,-3.777,26.472,322.6,1.1,1.0,2021-07-14,11:55,A,76,6.1NRT,289.4,19.5,D
10330,-5.208,15.962,325.9,3.8,1.8,2021-07-14,11:55,A,78,6.1NRT,296.9,126.0,D
10331,-4.139,23.996,371.0,1.0,1.0,2021-07-14,11:55,A,100,6.1NRT,301.2,117.4,D
10332,-4.13,24.061,325.2,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,300.8,15.3,D
10333,-4.071,24.48,317.7,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,299.7,7.5,D
10334,-4.063,24.535,348.8,1.0,1.0,2021-07-14,11:55,A,94,6.1NRT,300.0,52.2,D
10335,-4.062,24.544,335.4,1.0,1.0,2021-07-14,11:55,A,86,6.1NRT,300.5,28.0,D
10336,-4.044,24.67,323.3,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,304.3,11.1,D
10337,-4.011,24.902,323.7,1.0,1.0,2021-07-14,11:55,A,75,6.1NRT,298.3,15.6,D
10338,-4.01,24.911,331.4,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,300.0,24.5,D
10339,-3.871,25.879,312.4,1.0,1.0,2021-07-14,11:55,A,49,6.1NRT,296.4,5.5,D
10340,-3.863,25.934,328.4,1.0,1.0,2021-07-14,11:55,A,82,6.1NRT,296.5,20.1,D
10341,-3.861,25.943,323.4,1.0,1.0,2021-07-14,11:55,A,54,6.1NRT,296.4,13.5,D
10342,-4.492,21.519,312.3,1.4,1.2,2021-07-14,11:55,A,55,6.1NRT,298.8,7.7,D
10343,-4.309,22.849,318.5,1.2,1.1,2021-07-14,11:55,A,72,6.1NRT,297.5,13.3,D
10344,-4.142,24.043,315.0,1.0,1.0,2021-07-14,11:55,A,51,6.1NRT,300.0,6.3,D
10345,-4.132,24.117,328.6,1.0,1.0,2021-07-14,11:55,A,81,6.1NRT,299.5,19.3,D
10346,-4.037,24.787,356.9,1.0,1.0,2021-07-14,11:55,A,98,6.1NRT,299.7,71.2,D
10347,-4.035,24.796,347.8,1.0,1.0,2021-07-14,11:55,A,94,6.1NRT,299.4,50.7,D
10348,-3.872,25.935,321.1,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,295.9,11.7,D
10349,-4.166,23.943,330.7,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,298.5,26.1,D
10350,-4.164,23.952,319.7,1.0,1.0,2021-07-14,11:55,A,71,6.1NRT,298.3,12.8,D
10351,-4.158,23.998,351.5,1.0,1.0,2021-07-14,11:55,A,96,6.1NRT,300.4,61.4,D
10352,-4.141,24.118,321.4,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,299.3,11.4,D
10353,-4.074,24.591,325.0,1.0,1.0,2021-07-14,11:55,A,77,6.1NRT,301.9,15.2,D
10354,-4.046,24.789,312.7,1.0,1.0,2021-07-14,11:55,A,33,6.1NRT,298.8,4.1,D
10355,-3.799,26.5,320.3,1.1,1.0,2021-07-14,11:55,A,74,6.1NRT,294.4,16.9,D
10356,-3.784,26.604,311.5,1.1,1.0,2021-07-14,11:55,A,26,6.1NRT,293.8,7.3,D
10357,-3.813,26.599,321.2,1.1,1.0,2021-07-14,11:55,A,76,6.1NRT,291.7,15.1,D
10358,-4.198,23.976,321.7,1.0,1.0,2021-07-14,11:55,A,74,6.1NRT,297.7,15.5,D
10359,-4.177,24.124,326.5,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,299.5,17.9,D
10360,-4.176,24.133,344.6,1.0,1.0,2021-07-14,11:55,A,92,6.1NRT,300.1,45.8,D
10361,-4.128,24.47,321.1,1.0,1.0,2021-07-14,11:55,A,52,6.1NRT,301.5,8.3,D
10362,-4.053,24.991,328.6,1.0,1.0,2021-07-14,11:55,A,81,6.1NRT,299.1,19.1,D
10363,-3.926,25.878,320.8,1.0,1.0,2021-07-14,11:55,A,73,6.1NRT,295.5,11.6,D
10364,-3.917,25.942,353.0,1.0,1.0,2021-07-14,11:55,A,97,6.1NRT,297.2,63.1,D
10365,-4.193,24.079,314.4,1.0,1.0,2021-07-14,11:55,A,58,6.1NRT,297.9,8.3,D
10366,-4.191,24.088,315.4,1.0,1.0,2021-07-14,11:55,A,61,6.1NRT,297.9,8.7,D
10367,-4.125,24.553,337.0,1.0,1.0,2021-07-14,11:55,A,87,6.1NRT,302.2,30.7,D
10368,-3.935,25.88,317.2,1.0,1.0,2021-07-14,11:55,A,47,6.1NRT,297.1,8.2,D
10369,-4.818,19.739,322.2,1.9,1.3,2021-07-14,11:55,A,75,6.1NRT,300.0,34.7,D
10370,-4.816,19.756,316.4,1.9,1.3,2021-07-14,11:55,A,66,6.1NRT,300.0,21.6,D
10371,-4.574,21.467,318.3,1.4,1.2,2021-07-14,11:55,A,72,6.1NRT,298.8,16.8,D
10372,-4.195,24.126,334.0,1.0,1.0,2021-07-14,11:55,A,85,6.1NRT,300.6,27.7,D
10373,-4.194,24.135,314.8,1.0,1.0,2021-07-14,11:55,A,34,6.1NRT,299.6,5.0,D
10374,-4.189,24.172,326.7,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,300.3,15.4,D
10375,-4.187,24.181,326.9,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,302.0,15.3,D
10376,-4.134,24.554,319.6,1.0,1.0,2021-07-14,11:55,A,57,6.1NRT,303.4,9.6,D
10377,-4.529,21.858,315.6,1.3,1.1,2021-07-14,11:55,A,68,6.1NRT,298.2,12.8,D
10378,-4.41,22.693,312.5,1.2,1.1,2021-07-14,11:55,A,46,6.1NRT,296.0,6.6,D
10379,-4.408,22.704,313.7,1.2,1.1,2021-07-14,11:55,A,58,6.1NRT,297.6,8.3,D
10380,-4.206,24.118,319.3,1.0,1.0,2021-07-14,11:55,A,64,6.1NRT,299.9,10.4,D
10381,-3.96,25.837,316.0,1.0,1.0,2021-07-14,11:55,A,64,6.1NRT,294.9,7.7,D
10382,-4.526,21.865,314.2,1.3,1.1,2021-07-14,11:55,A,60,6.1NRT,298.6,11.0,D
10383,-4.206,24.181,367.4,1.0,1.0,2021-07-14,11:55,A,100,6.1NRT,301.3,102.7,D
10384,-4.205,24.19,331.1,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,299.0,21.3,D
10385,-4.078,25.083,316.5,1.0,1.0,2021-07-14,11:55,A,48,6.1NRT,299.4,5.8,D
10386,-3.829,26.803,312.0,1.1,1.0,2021-07-14,11:55,A,53,6.1NRT,293.6,6.1,D
10387,-3.823,26.841,329.5,1.1,1.0,2021-07-14,11:55,A,84,6.1NRT,294.6,25.8,D
10388,-4.823,19.747,327.3,1.9,1.3,2021-07-14,11:55,A,80,6.1NRT,299.4,49.1,D
10389,-4.426,22.67,320.9,1.2,1.1,2021-07-14,11:55,A,76,6.1NRT,303.6,14.8,D
10390,-4.215,24.182,317.1,1.0,1.0,2021-07-14,11:55,A,57,6.1NRT,299.8,6.2,D
10391,-4.214,24.192,330.3,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,300.1,20.8,D
10392,-3.964,25.937,319.0,1.0,1.0,2021-07-14,11:55,A,70,6.1NRT,294.8,9.3,D
10393,-3.832,26.843,317.1,1.1,1.0,2021-07-14,11:55,A,71,6.1NRT,295.3,11.0,D
10394,-4.583,21.602,314.6,1.4,1.2,2021-07-14,11:55,A,65,6.1NRT,300.8,9.4,D
10395,-4.228,24.156,321.2,1.0,1.0,2021-07-14,11:55,A,69,6.1NRT,301.2,9.3,D
10396,-4.171,24.557,317.7,1.0,1.0,2021-07-14,11:55,A,48,6.1NRT,300.1,6.5,D
10397,-4.17,24.566,325.5,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,301.4,14.8,D
10398,-3.979,25.902,315.5,1.0,1.0,2021-07-14,11:55,A,54,6.1NRT,295.7,6.7,D
10399,-4.276,23.879,318.5,1.0,1.0,2021-07-14,11:55,A,47,6.1NRT,298.3,10.8,D
10400,-4.275,23.889,333.1,1.0,1.0,2021-07-14,11:55,A,85,6.1NRT,299.3,28.5,D
10401,-4.242,24.121,323.3,1.0,1.0,2021-07-14,11:55,A,60,6.1NRT,302.8,13.4,D
10402,-4.205,24.386,325.6,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,298.7,13.9,D
10403,-4.165,24.666,317.4,1.0,1.0,2021-07-14,11:55,A,57,6.1NRT,297.6,6.9,D
10404,-4.163,24.675,325.9,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,301.7,15.4,D
10405,-4.162,24.684,361.0,1.0,1.0,2021-07-14,11:55,A,100,6.1NRT,302.0,81.0,D
10406,-4.284,23.89,320.4,1.0,1.0,2021-07-14,11:55,A,65,6.1NRT,298.8,12.5,D
10407,-4.137,24.927,327.0,1.0,1.0,2021-07-14,11:55,A,77,6.1NRT,302.2,15.2,D
10408,-4.135,24.936,325.3,1.0,1.0,2021-07-14,11:55,A,69,6.1NRT,300.2,14.1,D
10409,-4.036,25.634,325.2,1.0,1.0,2021-07-14,11:55,A,78,6.1NRT,297.4,17.2,D
10410,-4.96,19.104,316.5,2.1,1.4,2021-07-14,11:55,A,60,6.1NRT,297.6,23.3,D
10411,-4.623,21.544,313.2,1.4,1.2,2021-07-14,11:55,A,51,6.1NRT,297.8,6.9,D
10412,-4.622,21.557,317.5,1.4,1.2,2021-07-14,11:55,A,70,6.1NRT,296.2,12.4,D
10413,-4.34,23.56,336.9,1.1,1.0,2021-07-14,11:55,A,88,6.1NRT,296.4,38.2,D
10414,-4.203,24.524,330.5,1.0,1.0,2021-07-14,11:55,A,83,6.1NRT,302.0,20.2,D
10415,-4.202,24.533,344.0,1.0,1.0,2021-07-14,11:55,A,92,6.1NRT,299.9,41.5,D
10416,-4.144,24.937,352.4,1.0,1.0,2021-07-14,11:55,A,96,6.1NRT,299.0,58.8,D
10417,-3.875,26.81,315.6,1.1,1.0,2021-07-14,11:55,A,53,6.1NRT,294.7,8.1,D
10418,-4.211,24.535,326.7,1.0,1.0,2021-07-14,11:55,A,79,6.1NRT,298.2,16.0,D
10419,-4.203,24.589,318.6,1.0,1.0,2021-07-14,11:55,A,68,6.1NRT,300.3,8.3,D
10420,-4.202,24.598,320.3,1.0,1.0,2021-07-14,11:55,A,70,6.1NRT,300.3,9.5,D
10421,-4.024,25.844,326.5,1.0,1.0,2021-07-14,11:55,A,80,6.1NRT,297.5,19.1,D
10422,-4.279,24.126,329.3,1.0,1.0,2021-07-14,11:55,A,82,6.1NRT,299.5,21.3,D
10423,-4.256,24.282,371.4,1.0,1.0,2021-07-14,11:55,A,100,6.1NRT,305.4,114.1,D
10424,-4.255,24.291,359.5,1.0,1.0,2021-07-14,11:55,A,99,6.1NRT,304.2,75.7,D
10425,-4.219,24.545,318.0,1.0,1.0,2021-07-14,11:55,A,45,6.1NRT,299.0,7.9,D
10426,-4.022,25.917,312.5,1.0,1.0,2021-07-14,11:55,A,34,6.1NRT,296.1,5.6,D
10427,-4.29,24.109,319.6,1.0,1.0,2021-07-14,11:55,A,71,6.1NRT,298.7,11.9,D
10428,-4.265,24.283,328.4,1.0,1.0,2021-07-14,11:55,A,77,6.1NRT,302.2,16.2,D
10429,-4.264,24.292,336.2,1.0,1.0,2021-07-14,11:55,A,87,6.1NRT,304.1,26.1,D
10430,-3.995,26.174,316.6,1.0,1.0,2021-07-14,11:55,A,68,6.1NRT,297.4,9.5,D
10431,-3.993,26.184,317.2,1.0,1.0,2021-07-14,11:55,A,69,6.1NRT,298.3,10.0,D
