,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
4478,60.882,106.794,325.8,1.0,1.0,2021-07-14,05:35,A,55,6.1NRT,302.2,14.9,D
4479,60.88,106.775,335.8,1.0,1.0,2021-07-14,05:35,A,88,6.1NRT,303.3,28.2,D
4480,60.861,106.624,350.1,1.0,1.0,2021-07-14,05:35,A,96,6.1NRT,304.1,56.0,D
4481,60.859,106.606,360.5,1.0,1.0,2021-07-14,05:35,A,100,6.1NRT,303.2,85.2,D
4482,60.856,106.587,331.9,1.0,1.0,2021-07-14,05:35,A,82,6.1NRT,297.2,26.9,D
4483,61.878,125.828,317.7,4.7,2.0,2021-07-14,05:35,A,72,6.1NRT,294.4,108.3,D
4484,60.891,106.789,339.2,1.0,1.0,2021-07-14,05:35,A,91,6.1NRT,305.5,33.2,D
4485,60.889,106.77,353.8,1.0,1.0,2021-07-14,05:35,A,97,6.1NRT,308.3,63.6,D
4486,60.867,106.601,327.4,1.0,1.0,2021-07-14,05:35,A,55,6.1NRT,304.6,18.2,D
4487,60.865,106.582,327.5,1.0,1.0,2021-07-14,05:35,A,64,6.1NRT,299.9,19.8,D
4488,61.538,113.163,318.3,1.6,1.2,2021-07-14,05:35,A,74,6.1NRT,299.4,20.9,D
4489,60.874,106.577,342.3,1.0,1.0,2021-07-14,05:35,A,92,6.1NRT,302.0,43.4,D
4490,61.751,116.333,318.5,2.1,1.4,2021-07-14,05:35,A,39,6.1NRT,289.4,29.5,D
4491,61.764,116.33,338.3,2.1,1.4,2021-07-14,05:35,A,83,6.1NRT,294.6,97.0,D
4492,60.913,106.737,323.2,1.0,1.0,2021-07-14,05:35,A,81,6.1NRT,301.9,8.8,D
4493,61.87,118.408,322.5,2.5,1.5,2021-07-14,05:35,A,39,6.1NRT,298.5,48.5,D
4494,60.928,106.641,344.0,1.0,1.0,2021-07-14,05:35,A,93,6.1NRT,304.9,43.3,D
4495,60.926,106.623,328.0,1.0,1.0,2021-07-14,05:35,A,64,6.1NRT,302.2,19.4,D
4496,60.937,106.637,343.6,1.0,1.0,2021-07-14,05:35,A,93,6.1NRT,303.6,43.0,D
4497,60.935,106.618,327.5,1.0,1.0,2021-07-14,05:35,A,77,6.1NRT,300.9,18.9,D
4498,61.877,118.398,321.6,2.5,1.5,2021-07-14,05:35,A,54,6.1NRT,297.0,44.3,D
4499,60.96,106.665,327.4,1.0,1.0,2021-07-14,05:35,A,69,6.1NRT,304.2,13.5,D
4500,60.957,106.646,359.8,1.0,1.0,2021-07-14,05:35,A,99,6.1NRT,306.1,78.1,D
4501,60.955,106.627,357.5,1.0,1.0,2021-07-14,05:35,A,99,6.1NRT,302.4,72.9,D
4502,60.966,106.641,337.7,1.0,1.0,2021-07-14,05:35,A,90,6.1NRT,307.0,31.1,D
4503,60.964,106.622,345.5,1.0,1.0,2021-07-14,05:35,A,94,6.1NRT,305.9,46.4,D
4504,61.93,118.732,337.8,2.6,1.5,2021-07-14,05:35,A,87,6.1NRT,298.4,125.7,D
4505,61.931,118.342,322.4,2.5,1.5,2021-07-14,05:35,A,44,6.1NRT,300.1,46.2,D
4506,62.026,125.377,312.6,4.5,2.0,2021-07-14,05:35,A,52,6.1NRT,285.1,69.0,D
4507,62.054,120.653,350.3,3.0,1.7,2021-07-14,05:35,A,96,6.1NRT,298.9,274.1,D
4508,62.065,120.478,350.4,3.0,1.6,2021-07-14,05:35,A,96,6.1NRT,298.2,269.2,D
4509,62.133,120.826,388.8,3.1,1.7,2021-07-14,05:35,A,100,6.1NRT,301.2,943.3,D
4510,62.131,120.766,350.3,3.1,1.7,2021-07-14,05:35,A,96,6.1NRT,301.0,265.9,D
4511,62.117,120.816,320.8,3.1,1.7,2021-07-14,05:35,A,36,6.1NRT,294.7,56.0,D
4512,62.133,120.875,337.9,3.1,1.7,2021-07-14,05:35,A,56,6.1NRT,295.5,158.4,D
4513,62.132,120.816,386.3,3.1,1.7,2021-07-14,05:35,A,100,6.1NRT,301.9,875.7,D
4514,62.131,120.756,339.4,3.1,1.7,2021-07-14,05:35,A,61,6.1NRT,300.3,160.1,D
4515,62.154,125.2,354.7,4.5,1.9,2021-07-14,05:35,A,92,6.1NRT,298.5,577.0,D
4516,62.147,120.815,346.5,3.1,1.7,2021-07-14,05:35,A,89,6.1NRT,294.9,233.3,D
4517,62.146,120.756,370.3,3.1,1.7,2021-07-14,05:35,A,100,6.1NRT,302.0,542.2,D
4518,62.145,120.696,344.4,3.0,1.7,2021-07-14,05:35,A,92,6.1NRT,297.2,196.5,D
4519,62.161,120.755,321.7,3.1,1.7,2021-07-14,05:35,A,37,6.1NRT,292.3,58.4,D
4520,62.159,120.636,344.0,3.0,1.7,2021-07-14,05:35,A,93,6.1NRT,294.3,189.5,D
4521,62.175,120.694,340.6,3.0,1.7,2021-07-14,05:35,A,75,6.1NRT,294.3,182.4,D
4522,62.174,120.634,374.3,3.0,1.7,2021-07-14,05:35,A,100,6.1NRT,300.8,603.8,D
4523,62.172,120.576,341.5,3.0,1.7,2021-07-14,05:35,A,84,6.1NRT,299.6,183.8,D
4524,62.187,120.575,349.6,3.0,1.7,2021-07-14,05:35,A,95,6.1NRT,296.1,268.9,D
4525,62.227,125.033,327.3,4.4,1.9,2021-07-14,05:35,A,77,6.1NRT,297.3,158.3,D
4526,62.227,124.947,329.0,4.4,1.9,2021-07-14,05:35,A,83,6.1NRT,298.5,183.1,D
4527,62.172,120.691,341.4,3.0,1.7,2021-07-14,05:35,A,91,6.1NRT,294.4,195.9,D
4528,62.171,120.632,366.7,3.0,1.7,2021-07-14,05:35,A,100,6.1NRT,301.3,477.4,D
4529,62.17,120.573,334.0,3.0,1.7,2021-07-14,05:35,A,63,6.1NRT,299.9,126.7,D
4530,62.186,120.63,346.9,3.0,1.7,2021-07-14,05:35,A,94,6.1NRT,290.3,244.6,D
4531,62.185,120.572,348.4,3.0,1.7,2021-07-14,05:35,A,95,6.1NRT,297.1,258.0,D
4532,62.225,125.03,324.7,4.4,1.9,2021-07-14,05:35,A,48,6.1NRT,297.2,131.6,D
4533,62.227,124.944,326.8,4.4,1.9,2021-07-14,05:35,A,68,6.1NRT,298.4,157.6,D
4534,62.261,125.032,357.7,4.4,1.9,2021-07-14,05:35,A,86,6.1NRT,291.7,624.4,D
4535,62.262,124.946,366.0,4.4,1.9,2021-07-14,05:35,A,100,6.1NRT,300.1,811.7,D
4536,62.279,124.948,338.3,4.4,1.9,2021-07-14,05:35,A,90,6.1NRT,297.5,305.2,D
4537,62.321,123.349,366.6,3.8,1.8,2021-07-14,05:35,A,87,6.1NRT,296.4,702.9,D
4538,62.332,124.867,328.3,4.3,1.9,2021-07-14,05:35,A,82,6.1NRT,296.9,180.6,D
4539,62.262,125.022,354.0,4.4,1.9,2021-07-14,05:35,A,85,6.1NRT,293.1,556.9,D
4540,62.264,124.936,347.9,4.4,1.9,2021-07-14,05:35,A,88,6.1NRT,300.1,434.8,D
4541,62.281,124.938,336.2,4.4,1.9,2021-07-14,05:35,A,84,6.1NRT,297.5,279.7,D
4542,62.328,123.414,309.0,3.8,1.8,2021-07-14,05:35,A,38,6.1NRT,287.5,34.0,D
4543,62.335,124.856,326.7,4.3,1.9,2021-07-14,05:35,A,51,6.1NRT,296.9,161.0,D
4544,62.351,124.941,324.5,4.4,1.9,2021-07-14,05:35,A,66,6.1NRT,294.3,147.8,D
4545,62.352,124.857,333.0,4.3,1.9,2021-07-14,05:35,A,87,6.1NRT,296.8,233.9,D
4546,62.129,115.243,334.8,1.9,1.3,2021-07-14,05:35,A,85,6.1NRT,292.3,73.3,D
4547,62.375,124.195,332.0,4.1,1.9,2021-07-14,05:35,A,86,6.1NRT,294.8,202.9,D
4548,62.144,115.277,317.9,1.9,1.4,2021-07-14,05:35,A,38,6.1NRT,290.3,24.9,D
4549,62.142,115.239,342.7,1.9,1.3,2021-07-14,05:35,A,92,6.1NRT,294.9,106.7,D
4550,62.137,115.165,320.5,1.9,1.3,2021-07-14,05:35,A,41,6.1NRT,293.6,28.8,D
4551,62.135,115.128,326.0,1.9,1.3,2021-07-14,05:35,A,71,6.1NRT,294.3,44.9,D
4552,62.411,123.798,319.8,4.0,1.9,2021-07-14,05:35,A,73,6.1NRT,294.3,92.1,D
4553,62.427,123.877,356.0,4.0,1.9,2021-07-14,05:35,A,85,6.1NRT,292.7,510.1,D
4554,62.427,123.799,370.6,4.0,1.9,2021-07-14,05:35,A,100,6.1NRT,298.2,827.0,D
4555,62.36,124.192,324.0,4.1,1.9,2021-07-14,05:35,A,48,6.1NRT,293.5,125.4,D
4556,62.377,124.192,327.0,4.1,1.9,2021-07-14,05:35,A,36,6.1NRT,294.6,142.7,D
4557,62.413,123.874,320.5,4.0,1.9,2021-07-14,05:35,A,65,6.1NRT,294.0,96.0,D
4558,62.195,115.259,317.3,1.9,1.4,2021-07-14,05:35,A,42,6.1NRT,288.1,27.2,D
4559,62.193,115.221,319.0,1.9,1.3,2021-07-14,05:35,A,59,6.1NRT,291.9,30.4,D
4560,62.191,115.184,317.0,1.9,1.3,2021-07-14,05:35,A,27,6.1NRT,294.0,23.8,D
4561,62.43,123.874,354.7,4.0,1.9,2021-07-14,05:35,A,92,6.1NRT,292.1,492.8,D
4562,62.43,123.796,366.4,4.0,1.9,2021-07-14,05:35,A,100,6.1NRT,298.5,729.1,D
4563,62.48,124.035,308.8,4.1,1.9,2021-07-14,05:35,A,50,6.1NRT,291.3,43.6,D
4564,62.485,124.025,307.0,4.1,1.9,2021-07-14,05:35,A,40,6.1NRT,291.1,33.9,D
4565,62.56,121.64,365.4,3.3,1.7,2021-07-14,05:35,A,87,6.1NRT,294.1,554.7,D
4566,62.576,121.64,360.6,3.3,1.7,2021-07-14,05:35,A,75,6.1NRT,290.9,463.9,D
4567,62.554,121.637,350.0,3.3,1.7,2021-07-14,05:35,A,90,6.1NRT,291.1,331.3,D
4568,62.569,121.636,369.3,3.3,1.7,2021-07-14,05:35,A,87,6.1NRT,294.6,623.3,D
4569,62.444,114.873,322.4,1.9,1.3,2021-07-14,05:35,A,47,6.1NRT,290.8,35.8,D
4570,62.442,114.836,349.4,1.9,1.3,2021-07-14,05:35,A,95,6.1NRT,290.1,136.8,D
4571,62.44,114.8,336.0,1.9,1.3,2021-07-14,05:35,A,79,6.1NRT,289.8,76.5,D
4572,62.454,114.833,326.6,1.9,1.3,2021-07-14,05:35,A,54,6.1NRT,293.0,43.9,D
4573,62.656,118.677,349.4,2.6,1.5,2021-07-14,05:35,A,72,6.1NRT,293.1,224.2,D
4574,62.571,116.047,322.7,2.1,1.4,2021-07-14,05:35,A,47,6.1NRT,294.5,39.3,D
4575,62.491,114.46,322.6,1.8,1.3,2021-07-14,05:35,A,41,6.1NRT,295.2,28.0,D
4576,62.351,112.494,339.9,1.5,1.2,2021-07-14,05:35,A,91,6.1NRT,289.6,71.0,D
4577,62.348,112.464,336.7,1.5,1.2,2021-07-14,05:35,A,90,6.1NRT,289.1,61.3,D
4578,62.346,112.435,330.1,1.5,1.2,2021-07-14,05:35,A,86,6.1NRT,289.7,44.7,D
4579,62.344,112.405,330.1,1.5,1.2,2021-07-14,05:35,A,86,6.1NRT,290.6,47.2,D
4580,62.341,112.376,307.6,1.5,1.2,2021-07-14,05:35,A,45,6.1NRT,289.3,8.4,D
4581,62.571,116.042,323.4,2.1,1.4,2021-07-14,05:35,A,68,6.1NRT,294.9,42.2,D
4582,62.355,112.549,316.0,1.5,1.2,2021-07-14,05:35,A,55,6.1NRT,290.2,17.1,D
4583,62.353,112.519,326.0,1.5,1.2,2021-07-14,05:35,A,84,6.1NRT,289.7,34.5,D
4584,62.35,112.489,335.1,1.5,1.2,2021-07-14,05:35,A,89,6.1NRT,289.5,55.9,D
4585,62.348,112.459,335.5,1.5,1.2,2021-07-14,05:35,A,89,6.1NRT,289.7,56.5,D
4586,62.346,112.429,327.7,1.5,1.2,2021-07-14,05:35,A,79,6.1NRT,290.2,37.1,D
4587,62.344,112.4,328.3,1.5,1.2,2021-07-14,05:35,A,85,6.1NRT,290.8,39.9,D
4588,62.498,114.489,342.2,1.8,1.3,2021-07-14,05:35,A,80,6.1NRT,290.8,97.8,D
4589,62.496,114.453,322.8,1.8,1.3,2021-07-14,05:35,A,69,6.1NRT,297.2,32.8,D
4590,62.368,112.574,338.0,1.6,1.2,2021-07-14,05:35,A,85,6.1NRT,289.5,62.6,D
4591,62.366,112.544,438.1,1.5,1.2,2021-07-14,05:35,A,100,6.1NRT,309.2,1063.5,D
4592,62.364,112.515,373.4,1.5,1.2,2021-07-14,05:35,A,100,6.1NRT,300.8,228.1,D
4593,62.361,112.485,319.3,1.5,1.2,2021-07-14,05:35,A,51,6.1NRT,292.7,19.4,D
4594,62.355,112.396,331.1,1.5,1.2,2021-07-14,05:35,A,83,6.1NRT,292.4,43.9,D
4595,62.352,112.366,349.7,1.5,1.2,2021-07-14,05:35,A,96,6.1NRT,292.8,103.9,D
4596,62.606,116.24,335.8,2.1,1.4,2021-07-14,05:35,A,41,6.1NRT,293.5,85.8,D
4597,62.381,112.6,370.7,1.6,1.2,2021-07-14,05:35,A,75,6.1NRT,295.9,209.3,D
4598,62.379,112.571,358.2,1.6,1.2,2021-07-14,05:35,A,93,6.1NRT,297.0,137.6,D
4599,62.377,112.54,368.4,1.5,1.2,2021-07-14,05:35,A,100,6.1NRT,299.8,192.4,D
4600,62.375,112.51,333.0,1.5,1.2,2021-07-14,05:35,A,81,6.1NRT,298.4,45.1,D
4601,62.372,112.481,333.7,1.5,1.2,2021-07-14,05:35,A,88,6.1NRT,296.5,48.6,D
4602,62.365,112.392,319.0,1.5,1.2,2021-07-14,05:35,A,26,6.1NRT,292.6,17.2,D
4603,65.313,119.263,327.2,2.8,1.6,2021-07-14,05:40,A,73,6.1NRT,292.3,97.8,D
4604,67.28,83.022,306.6,1.8,1.3,2021-07-14,05:40,A,64,6.1NRT,288.7,16.1,D
4605,66.658,80.467,309.5,2.2,1.4,2021-07-14,05:40,A,65,6.1NRT,284.4,29.3,D
4606,67.554,83.21,302.1,1.7,1.3,2021-07-14,05:40,A,13,6.1NRT,288.4,10.4,D
4607,67.591,83.241,305.7,1.7,1.3,2021-07-14,05:40,A,62,6.1NRT,286.8,15.8,D
4608,67.851,83.382,308.1,1.7,1.3,2021-07-14,05:40,A,66,6.1NRT,289.7,14.6,D
4609,63.553,115.65,411.7,2.1,1.4,2021-07-14,05:40,A,94,6.1NRT,319.2,916.7,D
4610,63.568,115.688,337.9,2.1,1.4,2021-07-14,05:40,A,78,6.1NRT,300.1,93.5,D
4611,63.447,112.43,325.7,1.6,1.2,2021-07-14,05:40,A,48,6.1NRT,298.9,33.2,D
4612,63.454,112.363,332.6,1.6,1.2,2021-07-14,05:40,A,72,6.1NRT,305.0,47.3,D
4613,63.451,112.331,326.6,1.6,1.2,2021-07-14,05:40,A,77,6.1NRT,300.2,35.4,D
4614,63.666,115.617,323.9,2.1,1.4,2021-07-14,05:40,A,76,6.1NRT,297.8,49.7,D
4615,63.469,112.422,325.0,1.6,1.2,2021-07-14,05:40,A,31,6.1NRT,302.3,28.1,D
4616,63.471,112.291,330.1,1.6,1.2,2021-07-14,05:40,A,85,6.1NRT,301.2,44.7,D
4617,63.487,112.35,328.0,1.6,1.2,2021-07-14,05:40,A,68,6.1NRT,301.6,32.7,D
4618,63.484,112.318,344.7,1.6,1.2,2021-07-14,05:40,A,93,6.1NRT,302.0,85.5,D
4619,63.824,115.437,367.8,2.0,1.4,2021-07-14,05:40,A,94,6.1NRT,293.2,292.4,D
4620,64.227,114.114,341.3,1.9,1.3,2021-07-14,05:40,A,92,6.1NRT,297.3,97.9,D
4621,64.239,114.11,323.1,1.9,1.3,2021-07-14,05:40,A,75,6.1NRT,299.6,35.8,D
4622,65.297,119.274,317.1,2.8,1.6,2021-07-14,05:40,A,47,6.1NRT,292.2,45.7,D
4623,65.3,119.326,331.4,2.8,1.6,2021-07-14,05:40,A,76,6.1NRT,290.4,127.0,D
4624,65.299,119.264,322.8,2.8,1.6,2021-07-14,05:40,A,74,6.1NRT,292.6,76.8,D
4625,64.809,103.583,303.4,1.0,1.0,2021-07-14,05:40,A,25,6.1NRT,291.1,3.2,D
4626,63.199,118.821,365.7,2.6,1.6,2021-07-14,05:40,A,75,6.1NRT,296.6,404.1,D
4627,63.197,118.768,343.1,2.6,1.6,2021-07-14,05:40,A,70,6.1NRT,296.9,179.3,D
4628,63.079,115.676,352.5,2.0,1.4,2021-07-14,05:40,A,69,6.1NRT,288.8,163.6,D
4629,63.091,115.672,333.3,2.0,1.4,2021-07-14,05:40,A,66,6.1NRT,289.8,63.8,D
4630,60.839,97.342,316.5,1.3,1.1,2021-07-14,05:40,A,75,6.1NRT,292.1,15.9,D
4631,63.137,116.079,313.5,2.1,1.4,2021-07-14,05:40,A,59,6.1NRT,293.4,26.2,D
4632,63.121,115.747,347.4,2.0,1.4,2021-07-14,05:40,A,87,6.1NRT,288.3,140.7,D
4633,63.133,115.744,326.3,2.0,1.4,2021-07-14,05:40,A,81,6.1NRT,287.5,54.6,D
4634,63.303,119.523,318.2,2.8,1.6,2021-07-14,05:40,A,73,6.1NRT,295.5,53.4,D
4635,63.071,113.358,333.6,1.7,1.3,2021-07-14,05:40,A,43,6.1NRT,291.5,54.4,D
4636,63.087,113.42,337.5,1.7,1.3,2021-07-14,05:40,A,75,6.1NRT,294.1,71.4,D
4637,63.092,113.317,361.9,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,294.8,176.0,D
4638,63.089,113.283,357.3,1.7,1.3,2021-07-14,05:40,A,99,6.1NRT,298.8,148.8,D
4639,63.099,113.247,339.4,1.7,1.3,2021-07-14,05:40,A,91,6.1NRT,297.5,74.1,D
4640,63.096,113.214,332.8,1.7,1.3,2021-07-14,05:40,A,74,6.1NRT,298.2,53.0,D
4641,63.108,113.21,328.3,1.7,1.3,2021-07-14,05:40,A,58,6.1NRT,298.5,40.4,D
4642,63.283,115.408,351.4,2.0,1.4,2021-07-14,05:40,A,91,6.1NRT,291.8,169.1,D
4643,63.281,115.369,357.6,2.0,1.4,2021-07-14,05:40,A,99,6.1NRT,297.8,207.6,D
4644,63.279,115.329,326.1,2.0,1.4,2021-07-14,05:40,A,82,6.1NRT,296.5,54.8,D
4645,63.163,113.22,326.8,1.7,1.3,2021-07-14,05:40,A,65,6.1NRT,300.2,33.6,D
4646,63.211,113.584,321.1,1.7,1.3,2021-07-14,05:40,A,46,6.1NRT,298.8,24.7,D
4647,63.425,117.357,331.1,2.3,1.5,2021-07-14,05:40,A,0,6.1NRT,287.1,89.5,D
4648,63.206,113.171,328.9,1.7,1.3,2021-07-14,05:40,A,84,6.1NRT,298.2,43.0,D
4649,63.243,113.538,339.9,1.7,1.3,2021-07-14,05:40,A,91,6.1NRT,297.2,77.7,D
4650,63.421,117.349,322.5,2.3,1.5,2021-07-14,05:40,A,0,6.1NRT,290.5,59.6,D
4651,63.204,113.164,327.4,1.7,1.3,2021-07-14,05:40,A,83,6.1NRT,298.7,40.4,D
4652,63.24,113.531,329.6,1.7,1.3,2021-07-14,05:40,A,85,6.1NRT,299.7,42.9,D
4653,63.256,113.597,330.5,1.7,1.3,2021-07-14,05:40,A,81,6.1NRT,296.0,46.1,D
4654,63.254,113.562,325.1,1.7,1.3,2021-07-14,05:40,A,76,6.1NRT,296.8,30.2,D
4655,63.252,113.528,327.6,1.7,1.3,2021-07-14,05:40,A,83,6.1NRT,298.1,35.9,D
4656,63.478,117.435,326.1,2.4,1.5,2021-07-14,05:40,A,63,6.1NRT,293.4,66.6,D
4657,63.491,117.433,323.5,2.4,1.5,2021-07-14,05:40,A,79,6.1NRT,296.1,59.7,D
4658,63.312,113.72,370.2,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,297.7,250.4,D
4659,63.309,113.685,393.7,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,302.2,473.3,D
4660,63.302,113.581,341.0,1.7,1.3,2021-07-14,05:40,A,91,6.1NRT,300.0,73.6,D
4661,63.323,113.716,366.7,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,301.2,226.6,D
4662,63.321,113.681,408.7,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,310.6,680.7,D
4663,63.319,113.647,365.4,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,303.1,208.2,D
4664,63.626,125.693,311.7,4.6,2.0,2021-07-14,05:40,A,0,6.1NRT,294.1,59.9,D
4665,63.332,113.677,335.2,1.7,1.3,2021-07-14,05:40,A,88,6.1NRT,299.4,66.1,D
4666,63.305,113.266,327.3,1.7,1.3,2021-07-14,05:40,A,42,6.1NRT,300.5,33.8,D
4667,63.329,113.71,335.0,1.7,1.3,2021-07-14,05:40,A,88,6.1NRT,298.1,68.3,D
4668,63.327,113.675,349.1,1.7,1.3,2021-07-14,05:40,A,95,6.1NRT,304.9,119.7,D
4669,63.325,113.64,335.0,1.7,1.3,2021-07-14,05:40,A,81,6.1NRT,301.3,59.2,D
4670,63.335,113.426,336.3,1.7,1.3,2021-07-14,05:40,A,83,6.1NRT,297.7,62.0,D
4671,63.332,113.392,369.3,1.7,1.3,2021-07-14,05:40,A,100,6.1NRT,303.7,227.5,D
4672,63.344,113.389,346.4,1.7,1.3,2021-07-14,05:40,A,94,6.1NRT,299.3,100.1,D
4673,63.351,113.317,341.5,1.7,1.3,2021-07-14,05:40,A,86,6.1NRT,301.1,80.4,D
4674,63.554,115.7,445.1,2.1,1.4,2021-07-14,05:40,A,100,6.1NRT,319.1,1839.8,D
4675,63.552,115.658,424.8,2.1,1.4,2021-07-14,05:40,A,100,6.1NRT,320.6,1222.0,D
4676,63.55,115.618,357.3,2.0,1.4,2021-07-14,05:40,A,99,6.1NRT,300.2,204.8,D
4677,63.555,115.691,443.1,2.1,1.4,2021-07-14,05:40,A,100,6.1NRT,321.7,1772.7,D
4678,9.62,-63.716,308.7,1.3,1.1,2021-07-14,06:05,A,75,6.1NRT,287.5,13.7,N
4679,18.934,-70.347,311.9,1.7,1.3,2021-07-14,06:05,A,84,6.1NRT,290.5,24.1,N
4680,10.213,-64.612,304.2,1.2,1.1,2021-07-14,06:05,A,59,6.1NRT,277.7,9.2,N
4681,9.946,-68.258,300.0,1.0,1.0,2021-07-14,06:05,A,8,6.1NRT,289.8,3.7,N
4682,9.979,-63.18,300.1,1.4,1.2,2021-07-14,06:05,A,17,6.1NRT,287.5,5.3,N
4683,9.658,-63.624,308.3,1.3,1.1,2021-07-14,06:05,A,74,6.1NRT,285.4,13.3,N
4684,9.656,-63.612,304.3,1.3,1.1,2021-07-14,06:05,A,57,6.1NRT,285.2,9.3,N
4685,9.648,-63.563,309.1,1.4,1.2,2021-07-14,06:05,A,76,6.1NRT,283.5,14.5,N
4686,9.646,-63.551,307.0,1.4,1.2,2021-07-14,06:05,A,70,6.1NRT,283.6,12.6,N
4687,9.622,-63.727,305.8,1.3,1.1,2021-07-14,06:05,A,66,6.1NRT,286.4,10.6,N
4688,-8.358,-74.85,309.1,1.4,1.2,2021-07-14,06:10,A,76,6.1NRT,291.2,15.3,N
4689,-15.735,-61.984,301.5,4.4,1.9,2021-07-14,06:15,A,41,6.1NRT,289.8,49.4,N
4690,-15.783,-71.848,311.9,1.0,1.0,2021-07-14,06:15,A,84,6.1NRT,267.3,17.9,N
4691,-15.732,-62.03,307.9,4.4,1.9,2021-07-14,06:15,A,73,6.1NRT,290.2,81.6,N
4692,-15.736,-61.988,303.8,4.4,1.9,2021-07-14,06:15,A,57,6.1NRT,289.9,60.5,N
4693,-15.73,-62.025,310.2,4.4,1.9,2021-07-14,06:15,A,79,6.1NRT,290.3,95.2,N
4694,-15.782,-71.857,326.5,1.0,1.0,2021-07-14,06:15,A,100,6.1NRT,267.4,32.0,N
4695,50.326,-120.033,336.5,3.6,1.8,2021-07-14,06:40,T,100,6.1NRT,291.6,252.8,N
4696,48.099,-118.874,314.4,4.0,1.9,2021-07-14,06:40,T,89,6.1NRT,293.8,89.8,N
4697,48.117,-118.826,345.7,4.1,1.9,2021-07-14,06:40,T,100,6.1NRT,298.0,398.6,N
4698,48.116,-118.874,333.0,4.0,1.9,2021-07-14,06:40,T,100,6.1NRT,294.3,238.9,N
4699,48.134,-118.827,320.1,4.1,1.9,2021-07-14,06:40,T,100,6.1NRT,296.6,129.1,N
4700,48.152,-118.771,317.6,4.1,1.9,2021-07-14,06:40,T,95,6.1NRT,292.6,108.4,N
4701,48.1,-118.825,313.4,4.1,1.9,2021-07-14,06:40,T,87,6.1NRT,294.9,84.6,N
4702,47.51,-120.417,313.4,3.3,1.7,2021-07-14,06:40,T,87,6.1NRT,294.7,60.7,N
4703,47.511,-120.376,322.2,3.3,1.7,2021-07-14,06:40,T,100,6.1NRT,295.0,106.5,N
4704,47.495,-120.414,324.1,3.3,1.7,2021-07-14,06:40,T,100,6.1NRT,296.1,116.6,N
4705,47.496,-120.371,334.4,3.3,1.7,2021-07-14,06:40,T,100,6.1NRT,298.0,190.9,N
4706,47.499,-120.41,331.2,3.3,1.7,2021-07-14,06:40,T,100,6.1NRT,296.6,161.5,N
4707,47.501,-120.368,339.3,3.3,1.7,2021-07-14,06:40,T,100,6.1NRT,297.6,230.5,N
4708,46.191,-117.502,308.3,4.7,2.0,2021-07-14,06:40,T,50,6.1NRT,291.2,73.8,N
4709,46.173,-117.503,310.5,4.7,2.0,2021-07-14,06:40,T,29,6.1NRT,290.3,82.6,N
4710,46.174,-117.496,309.3,4.7,2.0,2021-07-14,06:40,T,38,6.1NRT,290.4,76.7,N
4711,46.14,-117.37,307.3,4.7,2.0,2021-07-14,06:40,T,44,6.1NRT,291.2,68.7,N
4712,46.141,-117.364,305.8,4.7,2.0,2021-07-14,06:40,T,29,6.1NRT,291.4,59.5,N
4713,45.634,-123.462,340.9,2.2,1.4,2021-07-14,06:40,T,100,6.1NRT,289.3,143.1,N
4714,45.635,-123.434,338.6,2.2,1.4,2021-07-14,06:40,T,100,6.1NRT,289.8,132.1,N
4715,45.635,-123.455,352.5,2.2,1.4,2021-07-14,06:40,T,100,6.1NRT,290.2,213.4,N
4716,45.636,-123.428,315.5,2.2,1.4,2021-07-14,06:40,T,91,6.1NRT,288.6,47.2,N
4717,45.622,-123.452,310.7,2.2,1.4,2021-07-14,06:40,T,81,6.1NRT,287.5,36.4,N
4718,43.29,-122.72,302.9,2.2,1.4,2021-07-14,06:40,T,43,6.1NRT,291.0,16.2,N
4719,42.773,-121.175,306.2,2.7,1.6,2021-07-14,06:40,T,38,6.1NRT,286.3,36.8,N
4720,42.783,-120.974,316.3,2.8,1.6,2021-07-14,06:40,T,93,6.1NRT,289.8,70.3,N
4721,42.768,-121.203,311.3,2.7,1.6,2021-07-14,06:40,T,78,6.1NRT,288.8,49.9,N
4722,42.779,-121.002,311.5,2.8,1.6,2021-07-14,06:40,T,83,6.1NRT,288.5,50.7,N
4723,42.781,-120.969,321.8,2.8,1.6,2021-07-14,06:40,T,100,6.1NRT,291.0,90.8,N
4724,42.746,-121.335,301.6,2.7,1.6,2021-07-14,06:40,T,4,6.1NRT,287.6,20.6,N
4725,42.765,-121.001,327.6,2.8,1.6,2021-07-14,06:40,T,100,6.1NRT,292.0,118.4,N
4726,42.767,-120.968,358.7,2.8,1.6,2021-07-14,06:40,T,100,6.1NRT,302.0,373.6,N
4727,42.768,-120.935,313.9,2.8,1.6,2021-07-14,06:40,T,88,6.1NRT,290.3,57.6,N
4728,42.732,-121.333,306.3,2.7,1.6,2021-07-14,06:40,T,20,6.1NRT,289.5,32.4,N
4729,42.75,-120.999,342.3,2.8,1.6,2021-07-14,06:40,T,100,6.1NRT,293.2,214.8,N
